conf,matched_queries,title,citation_count,categories,concepts,code_url,pdf_url,authors,abstract
TAFFC2024,emotional,"Annotate Smarter, not Harder: Using Active Learning to Reduce Emotional Annotation Effort.",0,"Machine Learning and Algorithms,Domain Adaptation and Few-Shot Learning,Advanced Bandit Algorithms Research","Annotation,Computer science,Artificial intelligence,Benchmark (surveying),Machine learning,Baseline (sea),Active learning (machine learning),Set (abstract data type),Transfer of learning,Overhead (engineering),Noise (video),Pattern recognition (psychology),Image (mathematics),Oceanography,Geodesy,Geology,Programming language,Geography,Operating system",,,"Soraia M. Alarcão,Vânia Mendonça,Cláudia Sevivas,Carolina Maruta,Manuel J. Fonseca",
TAFFC2023,emotion,Chunk-Level Speech Emotion Recognition: A General Framework of Sequence-to-One Dynamic Temporal Modeling.,32,"Emotion and Mood Recognition,Speech Recognition and Synthesis,Music and Audio Processing","Chunking (psychology),Computer science,Sentence,Speech recognition,Robustness (evolution),Artificial intelligence,Feature engineering,Pattern recognition (psychology),Feature (linguistics),Representation (politics),Natural language processing,Deep learning,Biochemistry,Chemistry,Linguistics,Philosophy,Politics,Political science,Law,Gene",,,"Wei-Cheng Lin,Carlos Busso",
TAFFC2024,emotion,Enhancing EEG-Based Decision-Making Performance Prediction by Maximizing Mutual Information Between Emotion and Decision-Relevant Features.,2,"EEG and Brain-Computer Interfaces,Emotion and Mood Recognition,Functional Brain Connectivity Studies","Computer science,Artificial intelligence,Mutual information,Feature (linguistics),Electroencephalography,Emotion classification,Machine learning,Construct (python library),Pattern recognition (psychology),Correlation,Brain–computer interface,Affective computing,Data mining,Psychology,Mathematics,Philosophy,Linguistics,Geometry,Psychiatry,Programming language",,,"Xinyuan Wang,Danli Wang,Xuange Gao,Yanyan Zhao,Steve C. Chiu",
TAFFC2023,emotions,Data Augmentation via Face Morphing for Recognizing Intensities of Facial Emotions.,7,"Face recognition and analysis,Emotion and Mood Recognition,Face and Expression Recognition","Morphing,Face (sociological concept),Facial expression,Feature (linguistics),Emotion recognition,Artificial intelligence,Computer science,Facial recognition system,Pattern recognition (psychology),Computer vision,Social science,Linguistics,Philosophy,Sociology",,,"Tsung-Ren Huang,Shin-Min Hsu,Li-Chen Fu",
TAFFC2024,"emotion,emotional",Dual Learning for Conversational Emotion Recognition and Emotional Response Generation.,0,"Sentiment Analysis and Opinion Mining,Emotion and Mood Recognition,Topic Modeling","Utterance,Computer science,Dual (grammatical number),Conversation,Task (project management),Benchmark (surveying),Natural language processing,Artificial intelligence,Duality (order theory),Domain (mathematical analysis),Emotion classification,Multi-task learning,Speech recognition,Psychology,Communication,Mathematics,Linguistics,Mathematical analysis,Philosophy,Management,Geodesy,Discrete mathematics,Economics,Geography",,,"Shuhe Zhang,Haifeng Hu,Songlong Xing",
TAFFC2022,emotional,Normative Emotional Agents: A Viewpoint Paper.,8,"Emotions and Moral Behavior,Psychology of Moral and Emotional Judgment,Psychiatry, Mental Health, Neuroscience","Normative,Norm (philosophy),Psychology,Multi-agent system,Interpretation (philosophy),Social psychology,Normative social influence,Socialization,Epistemology,Computer science,Artificial intelligence,Philosophy,Programming language",,,"Estefania Argente,Elena del Val Noguera,D. Pérez-García,Vicent J. Botti",
conf,matched_queries,title,citation_count,categories,concepts,code_url,pdf_url,authors,abstract
ACL2023,emotion,Estimating the Uncertainty in Emotion Attributes using Deep Evidential Regression,1,"Sentiment Analysis and Opinion Mining,Text and Document Classification Technologies,Face and Expression Recognition","Utterance,Computer science,Artificial intelligence,Regression,Bayesian probability,Prior probability,Perception,Voting,Pattern recognition (psychology),Natural language processing,Machine learning,Speech recognition,Mathematics,Statistics,Psychology,Neuroscience,Politics,Political science,Law",,https://aclanthology.org/2023.acl-long.873.pdf,"Wen Wu,Chao Zhang,Philip Woodland","In automatic emotion recognition (AER), labels assigned by different human annotators to the same utterance are often inconsistent due to the inherent complexity of emotion and the subjectivity of perception. Though deterministic labels generated by averaging or voting are often used as the ground truth, it ignores the intrinsic uncertainty revealed by the inconsistent labels. This paper proposes a Bayesian approach, deep evidential emotion regression (DEER), to estimate the uncertainty in emotion attributes. Treating the emotion attribute labels of an utterance as samples drawn from an unknown Gaussian distribution, DEER places an utterance-specific normal-inverse gamma prior over the Gaussian likelihood and predicts its hyper-parameters using a deep neural network model. It enables a joint estimation of emotion attributes along with the aleatoric and epistemic uncertainties. AER experiments on the widely used MSP-Podcast and IEMOCAP datasets showed DEER produced state-of-the-art results for both the mean values and the distribution of emotion attributes."
ACL2023,emotion,A Facial Expression-Aware Multimodal Multi-task Learning Framework for Emotion Recognition in Multi-party Conversations,9,Emotion and Mood Recognition,"Computer science,Utterance,Facial expression,Speech recognition,Task (project management),Artificial intelligence,Modalities,Face (sociological concept),Benchmark (surveying),Pipeline (software),Cluster analysis,Facial recognition system,Focus (optics),Expression (computer science),Pattern recognition (psychology),Social science,Physics,Management,Geodesy,Sociology,Optics,Economics,Programming language,Geography",,https://aclanthology.org/2023.acl-long.861.pdf,"Wenjie Zheng,Jianfei Yu,Rui Xia,Shijin Wang","Multimodal Emotion Recognition in Multiparty Conversations (MERMC) has recently attracted considerable attention. Due to the complexity of visual scenes in multi-party conversations, most previous MERMC studies mainly focus on text and audio modalities while ignoring visual information. Recently, several works proposed to extract face sequences as visual features and have shown the importance of visual information in MERMC. However, given an utterance, the face sequence extracted by previous methods may contain multiple people’s faces, which will inevitably introduce noise to the emotion prediction of the real speaker. To tackle this issue, we propose a two-stage framework named Facial expressionaware Multimodal Multi-Task learning (FacialMMT). Specifically, a pipeline method is first designed to extract the face sequence of the real speaker of each utterance, which consists of multimodal face recognition, unsupervised face clustering, and face matching. With the extracted face sequences, we propose a multimodal facial expression-aware emotion recognition model, which leverages the frame-level facial emotion distributions to help improve utterance-level emotion recognition based on multi-task learning. Experiments demonstrate the effectiveness of the proposed FacialMMT framework on the benchmark MELD dataset. The source code is publicly released at "
TAFFC2023,affect,Collecting Mementos: A Multimodal Dataset for Context-Sensitive Modeling of Affect and Memory Processing in Responses to Videos.,2,"Emotion and Mood Recognition,Mental Health Research Topics,Neuroscience and Music Perception","Context (archaeology),Affect (linguistics),Computer science,Crowdsourcing,Artificial intelligence,Natural language processing,Information retrieval,Psychology,World Wide Web,Communication,Paleontology,Biology",,,"Bernd Dudzik,Hayley Hung,Mark A. Neerincx,Joost Broekens",
TAFFC2022,emotion,EEG-Based Emotion Recognition Using Regularized Graph Neural Networks.,471,"EEG and Brain-Computer Interfaces,Emotion and Mood Recognition,ECG Monitoring and Analysis","Electroencephalography,Adjacency matrix,Computer science,Artificial intelligence,Graph,Pattern recognition (psychology),Artificial neural network,Adjacency list,Psychology,Neuroscience,Algorithm,Theoretical computer science",,,"Peixiang Zhong,Di Wang,Chunyan Miao",
TAFFC2023,emotion,Learning Users Inner Thoughts and Emotion Changes for Social Media Based Suicide Risk Detection.,6,"Mental Health via Writing,Sentiment Analysis and Opinion Mining,Mental Health Research Topics","Microblogging,Social media,Emotion detection,Psychology,Computer science,Internet privacy,Social psychology,World Wide Web,Artificial intelligence,Emotion recognition",,,"Lei Cao,Huijun Zhang,Xin Wang,Ling Feng",
TAFFC2024,emotion,Emotion Dictionary Learning With Modality Attentions for Mixed Emotion Exploration.,1,"Emotion and Mood Recognition,EEG and Brain-Computer Interfaces,Gaze Tracking and Assistive Technology","Emotion classification,Modalities,Task (project management),Computer science,Set (abstract data type),Modality (human–computer interaction),Emotion recognition,Cognitive psychology,Focus (optics),Modal,Artificial intelligence,Speech recognition,Psychology,Social science,Chemistry,Physics,Management,Sociology,Polymer chemistry,Optics,Economics,Programming language",,,"Fang Liu,Pei Yang,Yezhi Shu,Fei Yan,Guanhua Zhang,Yong-Jin Liu",
TAFFC2023,emotion,Improving Textual Emotion Recognition Based on Intra- and Inter-Class Variations.,7,"Sentiment Analysis and Opinion Mining,Emotion and Mood Recognition,Text and Document Classification Technologies","Discriminative model,Class (philosophy),Computer science,Emotion recognition,Artificial intelligence,Task (project management),Natural language processing,Emotion classification,Entropy (arrow of time),Pattern recognition (psychology),Cross entropy,Affective computing,Machine learning,Speech recognition,Engineering,Physics,Systems engineering,Quantum mechanics",,,"Hassan Alhuzali,Sophia Ananiadou",
TAFFC2023,affective,Learning Enhanced Acoustic Latent Representation for Small Scale Affective Corpus with Adversarial Cross Corpora Integration.,1,"Emotion and Mood Recognition,Music and Audio Processing,Speech and Audio Processing","Context (archaeology),Computer science,Artificial intelligence,Representation (politics),Natural language processing,Autoencoder,Adversarial system,Scale (ratio),Transfer of learning,Deep learning,Paleontology,Physics,Quantum mechanics,Politics,Political science,Law,Biology",,,"Chun-Min Chang,Chi-Chun Lee",
TAFFC2024,emotion,Emotion Recognition From Few-Channel EEG Signals by Integrating Deep Feature Aggregation and Transfer Learning.,3,"EEG and Brain-Computer Interfaces,Emotion and Mood Recognition,Blind Source Separation Techniques","Electroencephalography,Computer science,Transfer of learning,Channel (broadcasting),Artificial intelligence,Pattern recognition (psychology),Speech recognition,Emotion classification,Feature extraction,Feature (linguistics),Psychology,Neuroscience,Telecommunications,Linguistics,Philosophy",,,"Fang Liu,Pei Yang,Yezhi Shu,Niqi Liu,Jenny Sheng,Junwen Luo,Xiaoan Wang,Yong-Jin Liu",
TAFFC2022,affect,Adapting the Interplay Between Personalized and Generalized Affect Recognition Based on an Unsupervised Neural Framework.,13,"Emotion and Mood Recognition,Mental Health Research Topics,Anomaly Detection Techniques and Applications","Affect (linguistics),Affective computing,Emotion recognition,Artificial intelligence,Computer science,Artificial neural network,Psychology,Machine learning,Pattern recognition (psychology),Cognitive psychology,Communication",,,"Pablo V. A. Barros,Emilia I. Barakova,Stefan Wermter",
TAFFC2024,emotion,Olfactory-Enhanced VR: What's the Difference in Brain Activation Compared to Traditional VR for Emotion Induction?,86,"Anxiety, Depression, Psychometrics, Treatment, Cognitive Processes,Psychosomatic Disorders and Their Treatments,Digital Mental Health Interventions","Panic disorder,Specific phobia,Psychology,Agoraphobia,Psychopathology,Clinical psychology,Autism spectrum disorder,Phobias,Anxiety,Eating disorders,Psychological intervention,Psychiatry,Exposure therapy,Addiction,Autism",,,"Xinyue Zhong,Wanqing Liu,Jialan Xie,Yun Gu,Guangyuan Liu",
TAFFC2022,affect,Deep Temporal Analysis for Non-Acted Body Affect Recognition.,37,"Emotion and Mood Recognition,Video Surveillance and Tracking Methods,Human Pose and Action Recognition","Affect (linguistics),Emotion recognition,Affective computing,Computer science,Psychology,Artificial intelligence,Communication",,,"Danilo Avola,Luigi Cinque,Alessio Fagioli,Gian Luca Foresti,Cristiano Massaroni",
TAFFC2023,emotion,You're Not You When You're Angry: Robust Emotion Features Emerge by Recognizing Speakers.,486,"Speech Recognition and Synthesis,Speech and Audio Processing,Phonetics and Phonology Research","Computer science,Speech recognition,Perplexity,Intelligibility (philosophy),Robustness (evolution),Stress (linguistics),Vocabulary,Natural language processing,Speech technology,Speech processing,Artificial intelligence,Linguistics,Language model,Philosophy,Biochemistry,Chemistry,Epistemology,Gene",,,"Zakaria Aldeneh,Emily Mower Provost",
TAFFC2022,emotions,"""Emotions are the Great Captains of Our Lives"": Measuring Moods Through the Power of Physiological and Environmental Sensing.",2,"Emotion and Mood Recognition,Innovative Human-Technology Interaction,Context-Aware Activity Recognition Systems","Smartwatch,Mood,Computer science,Experience sampling method,Task (project management),Human–computer interaction,Artificial intelligence,Machine learning,Applied psychology,Psychology,Wearable computer,Engineering,Social psychology,Systems engineering,Embedded system",,,"Keith April Araño,Peter A. Gloor,Carlotta Orsenigo,Carlo Vercellis",
TAFFC2024,emotion,Dynamic Confidence-Aware Multi-Modal Emotion Recognition.,5,"Emotion and Mood Recognition,EEG and Brain-Computer Interfaces,Face and Expression Recognition","Computer science,Robustness (evolution),Artificial intelligence,Emotion recognition,Modal,Modalities,Machine learning,Process (computing),Pattern recognition (psychology),Modality (human–computer interaction),Social science,Biochemistry,Chemistry,Sociology,Polymer chemistry,Gene,Operating system",,,"Qi Zhu,Chuhang Zheng,Zheng Zhang,Wei Shao,Daoqiang Zhang",
TAFFC2022,emotional,Leaders and Followers Identified by Emotional Mimicry During Collaborative Learning: A Facial Expression Recognition Study on Emotional Valence.,21,"Innovative Teaching and Learning Methods,Creativity in Education and Neuroscience,Educational Environments and Student Outcomes","Mimicry,Facial expression,Psychology,Valence (chemistry),Emotional expression,Emotion recognition,Cognitive psychology,Social psychology,Nonverbal communication,Developmental psychology,Communication,Ecology,Physics,Quantum mechanics,Neuroscience,Biology",,,"Muhterem Dindar,Sanna Järvelä,Sara Ahola,Xiaohua Huang,Guoying Zhao",
conf,matched_queries,title,citation_count,categories,concepts,code_url,pdf_url,authors,abstract
NAACL2021,emotion,Towards Sentiment and Emotion aided Multi-modal Speech Act Classification in Twitter,28,"Sentiment Analysis and Opinion Mining,Hate Speech and Cyberbullying Detection,Humor Studies and Applications","Bhattacharyya distance,Computer science,Modal,Natural language processing,Computational linguistics,Sentiment analysis,Artificial intelligence,Linguistics,Speech recognition,Chemistry,Polymer chemistry,Philosophy",,https://aclanthology.org/2021.naacl-main.456.pdf,"Tulika Saha,Apoorva Upadhyaya,Sriparna Saha,Pushpak Bhattacharyya","Speech Act Classification determining the communicative intent of an utterance has been investigated widely over the years as a standalone task. This holds true for discussion in any fora including social media platform such as Twitter. But the emotional state of the tweeter which has a considerable effect on the communication has not received the attention it deserves. Closely related to emotion is sentiment, and understanding of one helps understand the other. In this work, we firstly create a new multi-modal, emotion-TA (‘TA’ means tweet act, i.e., speech act in Twitter) dataset called "
NAACL2021,emotion,Multimodal End-to-End Sparse Model for Emotion Recognition,56,"Sentiment Analysis and Opinion Mining,Emotion and Mood Recognition,Text and Document Classification Technologies","Computer science,End-to-end principle,Speech recognition,Artificial intelligence,Computer vision",,https://aclanthology.org/2021.naacl-main.417.pdf,"Wenliang Dai,Samuel Cahyawijaya,Zihan Liu,Pascale Fung","Existing works in multimodal affective computing tasks, such as emotion recognition and personality recognition, generally adopt a two-phase pipeline by first extracting feature representations for each single modality with hand crafted algorithms, and then performing end-to-end learning with extracted features. However, the extracted features are fixed and cannot be further fine-tuned on different target tasks, and manually finding feature extracting algorithms does not generalize or scale well to different tasks, which can lead to sub-optimal performance. In this paper, we develop a fully end-to-end model that connects the two phases and optimizes them jointly. In addition, we restructure the current datasets to enable the fully end-to-end training. Furthermore, to reduce the computational overhead brought by the end-to-end model, we introduce a sparse cross-modal attention mechanism for the feature extraction. Experimental results show that our fully end-to-end model significantly surpasses the current state-of-the-art models based on the two-phase pipeline. Moreover, by adding the sparse cross-modal attention, our model can maintain the performance with around half less computation in the feature extraction part of the model."
MM2022,emotion,Feeling Without Sharing: A Federated Video Emotion Recognition Framework Via Privacy-Agnostic Hybrid Aggregation.,1,"3D Surveying and Cultural Heritage,Conservation Techniques and Studies,Image Processing and 3D Reconstruction","Cultural heritage,Computer science,History,Archaeology",,,"Fan Qi,Zixin Zhang,Xianshan Yang,Huaiwen Zhang,Changsheng Xu",
MM2022,emotion,EASE: Robust Facial Expression Recognition via Emotion Ambiguity-SEnsitive Cooperative Networks.,19,"Emotion and Mood Recognition,Face and Expression Recognition,EEG and Brain-Computer Interfaces","Ambiguity,Computer science,Expression (computer science),Facial expression,Divergence (linguistics),Artificial intelligence,Construct (python library),Pattern recognition (psychology),Programming language,Philosophy,Linguistics",,,"Lijuan Wang,Guoli Jia,Ning Jiang,Haiying Wu,Jufeng Yang",
MM2023,"emotion,emotional",Emotion-Prior Awareness Network for Emotional Video Captioning.,7,"Multimodal Machine Learning Applications,Video Analysis and Summarization,Human Pose and Action Recognition","Closed captioning,Computer science,Task (project management),Sentence,Emotion recognition,Task analysis,Multimedia,Human–computer interaction,Natural language processing,Artificial intelligence,Image (mathematics),Engineering,Systems engineering",,,"Peipei Song,Dan Guo,Xun Yang,Shengeng Tang,Erkun Yang,Meng Wang",
MM2023,affective,Freq-HD: An Interpretable Frequency-based High-Dynamics Affective Clip Selection Method for in-the-Wild Facial Expression Recognition in Videos.,6,"Emotion and Mood Recognition,Speech and Audio Processing,Human Pose and Action Recognition","Expression (computer science),Computer science,Artificial intelligence,Pattern recognition (psychology),Noise (video),Computation,Dynamics (music),Facial expression,Selection (genetic algorithm),Speech recognition,Image (mathematics),Algorithm,Programming language,Physics,Acoustics",,,"Zeng Tao,Yan Wang,Zhaoyu Chen,Boyang Wang,Shaoqi Yan,Kaixun Jiang,Shuyong Gao,Wenqiang Zhang",
MM2023,emotion,StyleEDL: Style-Guided High-order Attention Network for Image Emotion Distribution Learning.,1,"Multimodal Machine Learning Applications,Image Retrieval and Classification Techniques,Generative Adversarial Networks and Image Synthesis","Computer science,Exploit,Ambiguity,Artificial intelligence,Feature learning,Convolutional neural network,Graph,Benchmark (surveying),Natural language processing,Machine learning,Theoretical computer science,Computer security,Geodesy,Programming language,Geography",,,"Peiguang Jing,Xianyi Liu,Ji Wang,Yinwei Wei,Liqiang Nie,Yuting Su",
MM2023,"affective,affectfal",AffectFAL: Federated Active Affective Computing with Non-IID Data.,3,"Emotion and Mood Recognition,Advanced Steganography and Watermarking Techniques,Face and Expression Recognition","Computer science,Federated learning,Affective computing,Entropy (arrow of time),Annotation,Sampling (signal processing),Experience sampling method,Artificial intelligence,Psychology,Social psychology,Physics,Filter (signal processing),Quantum mechanics,Computer vision",,,"Zixin Zhang,Fan Qi,Shuai Li,Changsheng Xu",
MM2023,emotion,ASTDF-Net: Attention-Based Spatial-Temporal Dual-Stream Fusion Network for EEG-Based Emotion Recognition.,13,"EEG and Brain-Computer Interfaces,Emotion and Mood Recognition,ECG Monitoring and Analysis","Discriminative model,Computer science,Electroencephalography,Artificial intelligence,Pattern recognition (psychology),Complementarity (molecular biology),Subspace topology,Support vector machine,Speech recognition,Machine learning,Psychology,Biology,Genetics,Psychiatry",,,"Peiliang Gong,Ziyu Jia,Pengpai Wang,Yueying Zhou,Daoqiang Zhang",
TAFFC2023,emotional,Quantifying Emotional Similarity in Speech.,6,"Music and Audio Processing,Emotion and Mood Recognition,Speech and Audio Processing","Similarity (geometry),Psychology,Task (project management),Categorical variable,Cognitive psychology,Sample (material),Representation (politics),Embedding,Function (biology),Natural language processing,Computer science,Artificial intelligence,Machine learning,Image (mathematics),Chemistry,Management,Chromatography,Evolutionary biology,Politics,Political science,Law,Economics,Biology",,,"John B. Harvill,Seong-Gyun Leem,Mohammed Abdel-Wahab,Reza Lotfian,Carlos Busso",
TAFFC2022,affective,Affective Video Content Analysis via Multimodal Deep Quality Embedding Network.,7,"Music and Audio Processing,Human Pose and Action Recognition,Video Analysis and Summarization","Computer science,Inference,Artificial intelligence,Stochastic gradient descent,Embedding,Gradient descent,Video quality,Noise (video),Test set,Artificial neural network,Deep learning,Classifier (UML),Mean opinion score,Set (abstract data type),Machine learning,Pattern recognition (psychology),Image (mathematics),Metric (unit),Operations management,Economics,Programming language",,,"Yaochen Zhu,Zhenzhong Chen,Feng Wu",
TAFFC2023,affective,Multimodal Affective States Recognition Based on Multiscale CNNs and Biologically Inspired Decision Fusion Model.,22,"EEG and Brain-Computer Interfaces,Emotion and Mood Recognition,Neural and Behavioral Psychology Studies","Artificial intelligence,Modality (human–computer interaction),Pattern recognition (psychology),Computer science,Convolutional neural network,Fusion rules,Activity recognition,Valence (chemistry),Sensor fusion,Machine learning,Speech recognition,Image fusion,Physics,Quantum mechanics,Image (mathematics)",,,"Yuxuan Zhao,Xinyan Cao,Jinlong Lin,Dunshan Yu,Xixin Cao",
TAFFC2022,emotion,Adapted Dynamic Memory Network for Emotion Recognition in Conversation.,55,"Emotion and Mood Recognition,Sentiment Analysis and Opinion Mining,Speech and dialogue systems","Conversation,Computer science,Utterance,Benchmark (surveying),Context (archaeology),Speech recognition,Representation (politics),Artificial intelligence,Convolution (computer science),Dependency (UML),Concatenation (mathematics),Natural language processing,Artificial neural network,Psychology,Communication,Paleontology,Mathematics,Geodesy,Combinatorics,Politics,Political science,Law,Biology,Geography",,,"Songlong Xing,Sijie Mai,Haifeng Hu",
TAFFC2023,emotion,CPED: A Chinese Positive Emotion Database for Emotion Elicitation and Analysis.,8,"Emotion and Mood Recognition,Humor Studies and Applications,Heart Rate Variability and Autonomic Control","CLIPS,Feeling,Psychology,Empathy,Negative emotion,Support vector machine,Kansei,Emotion classification,Database,Artificial intelligence,Cognitive psychology,Computer science,Social psychology",,,"Yulin Zhang,Guozhen Zhao,Yezhi Shu,Yan Ge,Dan Zhang,Yong-Jin Liu,Xianghong Sun",
TAFFC2022,affective,Affective Words and the Company They Keep: Studying the Accuracy of Affective Word Lists in Determining Sentence and Word Valence in a Domain-Specific Corpus.,3,"Sentiment Analysis and Opinion Mining,Humor Studies and Applications,Misinformation and Its Impacts","Valence (chemistry),Sentence,Natural language processing,Computer science,Artificial intelligence,Psychology,Word (group theory),Context (archaeology),Affect (linguistics),Linguistics,Communication,Paleontology,Philosophy,Physics,Quantum mechanics,Biology",,,"Nadine Braun,Martijn Goudbeek,Emiel Krahmer",
TAFFC2024,affection,Interaction Between Dynamic Affection and Arithmetic Cognitive Ability: A Practical Investigation With EEG Measurement.,2,"EEG and Brain-Computer Interfaces,Neural dynamics and brain function,Emotion and Mood Recognition","Cognition,Psychology,Cognitive psychology,Affection,Electroencephalography,Social psychology,Neuroscience",,,"Xiaonan Yang,Yilu Peng,Yuyang Han,Fangyi Li,Qin Zhang,Shuo Wu,Xia Wu",
INTERSPEECH2022,emotion,Coupled Discriminant Subspace Alignment for Cross-database Speech Emotion Recognition,4,"Speech and Audio Processing,Emotion and Mood Recognition,Speech Recognition and Synthesis","Subspace topology,Computer science,Speech recognition,Discriminant,Linear discriminant analysis,Artificial intelligence,Pattern recognition (psychology),Emotion recognition,Natural language processing",,https://www.isca-archive.org//interspeech_2022/li22_interspeech.pdf,"Shaokai Li, Peng Song, Keke Zhao, Wenjing Zhang, Wenming Zheng","Speech emotion recognition (SER) is a long-standing important research problem in speech signal processing. In practice, the training and test data are often collected in different scenarios, e.g., different languages, different collecting devices, which would severely degrade the recognition performance. To tackle this problem, in this letter, we propose a novel transfer learning algorithm, named coupled discriminant subspace alignment (CDSA), for cross-database SER. In CDSA, we first conduct linear discriminant analysis (LDA) in source and target databases, respectively. Meanwhile, we learn a latent common subspace, where the target samples are represented by the combination of source samples. Furthermore, we align the projection subspace of source and target databases to make the model more robust. Extensive experiments are carried out on four benchmark databases, and the results demonstrate the effectiveness of the proposed method."
INTERSPEECH2023,emotional,Semi-supervised Learning for Continuous Emotional Intensity Controllable Speech Synthesis with Disentangled Representations,0,"Speech Recognition and Synthesis,Speech and Audio Processing,Music and Audio Processing","Computer science,Speech recognition,Intensity (physics),Natural language processing,Artificial intelligence,Physics,Quantum mechanics",,https://www.isca-archive.org//interspeech_2023/oh23_interspeech.pdf,"Yoori Oh, Juheon Lee, Yoseob Han, Kyogu Lee","Recent text-to-speech models have reached the level of generating natural speech similar to what humans say. But there still have limitations in terms of expressiveness. The existing emotional speech synthesis models have shown controllability using interpolated features with scaling parameters in emotional latent space. However, the emotional latent space generated from the existing models is difficult to control the continuous emotional intensity because of the entanglement of features like emotions, speakers, etc. In this paper, we propose a novel method to control the continuous intensity of emotions using semi-supervised learning. The model learns emotions of intermediate intensity using pseudo-labels generated from phoneme-level sequences of speech information. An embedding space built from the proposed model satisfies the uniform grid geometry with an emotional basis. The experimental results showed that the proposed method was superior in controllability and naturalness."
TAFFC2023,emotion,Examining Emotion Perception Agreement in Live Music Performance.,13,"Neuroscience and Music Perception,Music and Audio Processing,Music Technology and Sound Studies","Perception,Psychology,Cognitive psychology,Neuroscience",,,"Simin Yang,Courtney N. Reed,Elaine Chew,Mathieu Barthet",
TAFFC2024,emotion,Gusa: Graph-Based Unsupervised Subdomain Adaptation for Cross-Subject EEG Emotion Recognition.,7,"EEG and Brain-Computer Interfaces,Emotion and Mood Recognition,Neonatal and fetal brain pathology","Discriminative model,Electroencephalography,Computer science,Domain adaptation,Graph,Artificial intelligence,Pattern recognition (psychology),Emotion recognition,Domain (mathematical analysis),Adaptation (eye),Representation (politics),Emotion classification,Speech recognition,Theoretical computer science,Psychology,Mathematics,Mathematical analysis,Psychiatry,Neuroscience,Politics,Classifier (UML),Political science,Law",,,"Xiaojun Li,C. L. Philip Chen,Bianna Chen,Tong Zhang",
TAFFC2023,emotions,Improving Humanness of Virtual Agents and Users' Cooperation Through Emotions.,4,"Social Robot Interaction and HRI,Evolutionary Game Theory and Cooperation,Psychology of Moral and Emotional Judgment","Dilemma,Perception,Context (archaeology),Social psychology,Psychology,Appraisal theory,Multi-agent system,Uniqueness,Social dilemma,Virtual actor,Baseline (sea),Computer science,Cognitive psychology,Artificial intelligence,Epistemology,Virtual reality,Political science,Paleontology,Philosophy,Neuroscience,Law,Biology",,,"Moojan Ghafurian,Neil Budnarain,Jesse Hoey",
TAFFC2022,emotions,Conveying Emotions Through Device-Initiated Touch.,40,"Tactile and Sensory Interactions,Multisensory perception and integration,Action Observation and Synchronization","Gesture,Facial expression,Human–computer interaction,Perception,Computer science,Context (archaeology),Modality (human–computer interaction),Valence (chemistry),Affordance,Psychology,Computer vision,Artificial intelligence,Biology,Paleontology,Physics,Quantum mechanics,Neuroscience",,,"Marc Teyssier,Gilles Bailly,Catherine Pelachaud,Eric Lecolinet",
TAFFC2024,affective,"Anthropomorphism and Affective Perception: Dimensions, Measurements, and Interdependencies in Aerial Robotics.",6,"Social Robot Interaction and HRI,AI in Service Interactions,Evolutionary Psychology and Human Behavior","Drone,Perception,Interdependence,Psychology,Artificial intelligence,Human–computer interaction,Robot,Robotics,Social psychology,Cognitive psychology,Computer science,Sociology,Social science,Genetics,Neuroscience,Biology",,,"Viviane Herdel,Anastasia Kuzminykh,Yisrael Parmet,Jessica R. Cauchard",
TAFFC2023,"emonet,emotion",EmoNet: A Transfer Learning Framework for Multi-Corpus Speech Emotion Recognition.,37,"Speech and Audio Processing,Music and Audio Processing,Emotion and Mood Recognition","Computer science,Adapter (computing),Speech recognition,Residual,Natural language processing,Artificial intelligence,Transfer of learning,Notation,Domain (mathematical analysis),Mathematics,Algorithm,Mathematical analysis,Arithmetic,Operating system",,,"Maurice Gerczuk,Shahin Amiriparian,Sandra Ottl,Björn W. Schuller",
TAFFC2022,emotion,Identifying Cortical Brain Directed Connectivity Networks From High-Density EEG for Emotion Recognition.,32,"EEG and Brain-Computer Interfaces,Functional Brain Connectivity Studies,Emotion and Mood Recognition","Electroencephalography,Pattern recognition (psychology),Emotion recognition,Autoregressive model,Computer science,Artificial intelligence,Speech recognition,SIGNAL (programming language),Brain activity and meditation,Psychology,Neuroscience,Mathematics,Econometrics,Programming language",,,"Hailing Wang,Xia Wu,Li Yao",
TAFFC2024,affects,How Virtual Reality Therapy Affects Refugees From Ukraine - Acute Stress Reduction Pilot Study.,1,"Technology and Human Factors in Education and Health,Virtual Reality Applications and Impacts,Infrared Thermography in Medicine","Session (web analytics),Stress reduction,Mood,Virtual reality,Relaxation (psychology),Stress (linguistics),Psychology,Refugee,Applied psychology,Computer science,Clinical psychology,Human–computer interaction,Social psychology,Political science,Linguistics,Philosophy,World Wide Web,Law",,,"Dorota Kaminska,Grzegorz Zwolinski,Dorota Merecz-Kot",
TAFFC2023,emotions,Finding Needles in a Haystack: Recognizing Emotions Just From Your Heart.,4,"EEG and Brain-Computer Interfaces,ECG Monitoring and Analysis,Heart Rate Variability and Autonomic Control","Haystack,Perspective (graphical),Artificial intelligence,Computer science,Set (abstract data type),Representation (politics),Emotionality,Heartbeat,Cognition,Cognitive psychology,Psychology,Pattern recognition (psychology),Social psychology,Neuroscience,Computer security,Politics,Political science,Law,Programming language",,,Wei Li,
